fact_id,qid,name_a_dev,name_a_lat,name_b_dev,name_b_lat,dev_lang,relation_tier_num,relation_tier,name_b_dev_source,name_b_lat_source,generated_lat,name_b_cross_score,occupation_qids,country_qids,lang_priority,a_b_dev_similarity,audit_pass,issues,split,sim_first_name,sim_second_name,devanagari_pair_similarity,machine_notes,same_person,both_are_real_names,two_scripts_same_name_a,two_scripts_same_name_b,keep,reviewer_notes,source_url,review_method,corpus_batch,name_a_dev_source,name_a_lat_source,name_a_cross_score,a_b_lat_similarity,sitelink_count
q35171,Q35171,ग्रोवर क्लीवलैंड,Grover Cleveland,स्टीफन ग्रोवर क्लीवलैंड,Stephen Grover Cleveland,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,62.5,Q132050|Q207651|Q30185|Q36180|Q372436|Q40348|Q578478|Q82955,Q30,0,85.71428571,1,,test,0.65,0.65,0.85,one Latin name contains the other,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q35171,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q3520045,Q3520045,रोहित शर्मा,Rohit Sharma,रोहित गुरुनाथ शर्मा,Rohit Gurunath Sharma,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,alias,FALSE,92.30769231,Q12299841,Q668,0,74.07407407,1,,train,0.91,0.9,0.75,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q3520045,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q35236,Q35236,हर्बर्ट हूवर,Herbert Hoover,हर्बर्ट क्लार्क हूवर,Herbert Clark Hoover,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,63.15789474,Q18524075|Q36180|Q372436|Q43845|Q482980|Q520549|Q81096|Q82955|Q83307,Q30,0,75.86206897,1,,test,0.67,0.69,0.8,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q35236,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q35332,Q35332,ब्रैड पिट,Brad Pitt,विलियम ब्रैडली पिट,William Bradley Pitt,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,63.15789474,Q1053574|Q10798782|Q10800557|Q2405480|Q3282637|Q33999|Q578109,Q30,0,66.66666667,1,,test,0.78,0.61,0.67,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q35332,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q35498,Q35498,चेस्टर ए. आर्थर,Chester A. Arthur,चेस्टर एलन आर्थर,Chester Alan Arthur,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,77.77777778,Q189290|Q372436|Q40348|Q82955|Q974144,Q30,0,81.48148148,1,,train,0.81,0.79,0.8,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q35498,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q35610,Q35610,आर्थर कोनन डॉयल,Arthur Conan Doyle,आर्थर इग्नेशियस कोनन डॉयल,Arthur Ignatius Conan Doyle,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,64.40677966,Q10297252|Q11774202|Q15949613|Q18844224|Q201788|Q214917|Q28389|Q36180|Q39631|Q4853732|Q551835|Q6625963,Q145|Q174193,0,68.57142857,1,,train,0.75,0.63,0.77,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q35610,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q35686,Q35686,रदरफोर्ड बी. हेस,Rutherford B. Hayes,रदरफोर्ड बिर्चार्ड हेस,Rutherford Birchard Hayes,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,59.57446809,Q132050|Q157148|Q189290|Q372436|Q40348|Q82955,Q30,0,77.41935484,1,,validation,0.58,0.63,0.82,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q35686,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q35900,Q35900,उमर खय्याम,Omar Khayyám,उमर ख़य्याम,Omar Khayyam,hi,3,alias_observed,google_en_to_hi,alias,FALSE,91.66666667,Q11063|Q155647|Q169470|Q170790|Q36180|Q4964182|Q49757|Q639669|Q822146,Q3708094,0,88.88888889,1,,test,0.76,0.86,0.86,"the two Devanagari names are 86% similar, so Dev-Dev is near-trivial while Lat-Lat is not; one Latin name contains the other",yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q35900,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q35912,Q35912,एमी रॉसम,Emmy Rossum,एमानुएल ग्रे रॉसम,Emmanuelle Grey Rossum,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,66.66666667,Q10798782|Q10800557|Q177220|Q33999,Q30,0,50,1,,train,0.63,0.7,0.62,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q35912,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q36014,Q36014,हो चि मिन्ह,Ho Chi Minh,हो ची मिन्ह,Hồ Chí Minh,hi,2,explicit_plus_alias:pseudonym,manual,P742,FALSE,66.66666667,Q1930187|Q36180|Q47064|Q49757|Q82955,Q172640|Q185682,0,88.88888889,1,,train,0.94,0.89,1,"the two Devanagari names are 100% similar, so Dev-Dev is near-trivial while Lat-Lat is not; one Latin name contains the other",yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q36014,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,manual,,,,
q36268,Q36268,ब्रिगीट बार्डो,Brigitte Bardot,ब्रिगीट ऐनी-मैरी बार्डो,Brigitte Anne-Marie Bardot,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,79.06976744,Q10800557|Q11966252|Q15253558|Q177220|Q18814623|Q23672693|Q3357567|Q33999|Q36180|Q4610556|Q55960555|Q5716684|Q662729,Q142,0,83.87096774,1,,train,0.81,0.79,0.78,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q36268,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q3634230,Q3634230,केके,KK,कृष्ण कुमार कुन्नथ,Krishna Kumar Kunnath,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,84.21052632,Q177220|Q753110,Q668,0,21.05263158,1,,train,0.67,0.78,0.33,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q3634230,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q36661,Q36661,हेनरिक इब्सन,Henrik Ibsen,हेनरिक जोहान इब्सन,Henrik Johan Ibsen,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,83.33333333,Q214917|Q3455803|Q36180|Q49757|Q8178443,Q20,0,75.86206897,1,,train,1,0.94,0.84,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q36661,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q37030,Q37030,थॉमस मान,Thomas Mann,पॉल थॉमस मान,Paul Thomas Mann,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,72.72727273,Q11774202|Q15949613|Q15978337|Q1622272|Q18814623|Q18939491|Q28389|Q36180|Q49757|Q639669|Q6625963,Q1206012|Q30|Q33946,0,82.35294118,1,,validation,0.8,0.71,0.83,one Latin name contains the other,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q37030,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q37767,Q37767,टी. एस. एलियट,T. S. Eliot,थॉमस स्टर्न्स एलियट,Thomas Stearns Eliot,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,73.17073171,Q115784320|Q11774202|Q15949613|Q15978337|Q1622272|Q214917|Q28389|Q36180|Q4263842|Q4853732|Q49757|Q806805|Q822146,Q145|Q30,0,53.84615385,1,,test,0.53,0.72,0.63,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q37767,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q37876,Q37876,नताली पोर्टमैन,Natalie Portman,नताली हर्शलाग,Natalie Herschlag,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,75,Q10798782|Q10800557|Q2259451|Q2526255|Q28389|Q3282637|Q33999,Q30|Q801,0,41.66666667,1,,test,0.69,0.77,0.38,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q37876,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q38082,Q38082,लुईस कैरोल,Lewis Carroll,चार्ल्स लुटविज डॉजसन,Charles Lutwidge Dodgson,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,56.52173913,Q14565331|Q161944|Q170790|Q18814623|Q18939491|Q33231|Q36180|Q4853732|Q4964182|Q49757|Q6625963|Q8178443,Q174193,0,22.22222222,1,,test,0.52,0.62,0.22,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q38082,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q38111,Q38111,लियोनार्डो डिकैप्रियो,Leonardo DiCaprio,लियोनार्डो विल्हेम डिकैप्रियो,Leonardo Wilhelm DiCaprio,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,77.55102041,Q10798782|Q10800557|Q2259451|Q28389|Q3282637|Q33999|Q3578589,Q30,0,84.44444444,1,,train,0.7,0.72,0.83,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q38111,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q38203,Q38203,हेलेन केलर,Helen Keller,हेलेन एडम्स केलर,Helen Adams Keller,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,74.28571429,Q11499147|Q11774202|Q12859263|Q14467526|Q15627169|Q16323111|Q18814623|Q322170|Q36180,Q30,0,76.19047619,1,,train,0.84,0.8,0.75,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q38203,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q38823,Q38823,रूहोल्लाह खोमैनी,Ruhollah Khomeini,अयातुल्ला खोमैनी,Ayatollah Khomeini,hi,3,alias_observed,google_en_to_hi,alias,FALSE,93.75,Q189459|Q19641|Q1999841|Q3242115|Q432386|Q4964182|Q49757|Q82955,Q794,0,75.86206897,1,,train,0.88,0.83,0.67,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q38823,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q392,Q392,बॉब डिलन,Bob Dylan,रोबर्ट एलन ज़िमरमन,Robert Allen Zimmerman,hi,2,explicit_plus_alias:birth_name,verified_hindi,P1477,FALSE,71.42857143,Q1028181|Q10800557|Q130857|Q177220|Q183945|Q18814623|Q2526255|Q2722764|Q28389|Q33999|Q3455803|Q36180|Q36834|Q482980|Q483501|Q486748|Q49757|Q5322166|Q639669|Q753110|Q822146|Q855091,Q30,0,26.08695652,1,,validation,0.71,0.69,0.35,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q392,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,verified_hindi,,,,
q39476,Q39476,एमा वॉटसन,Emma Watson,एमा शार्लेट ड्यूरे वॉटसन,Emma Charlotte Duerre Watson,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,66.66666667,Q10800557|Q15253558|Q2259451|Q2405480|Q2526255|Q3357567|Q33999|Q4610556|Q970153,Q145,0,64.51612903,1,,validation,0.64,0.67,0.67,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q39476,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q39831738,Q39831738,तुरागा जानकी रानी,Turaga Janaki Rani,रेडियो अक्कय्या,Radio Akkayya,hi,2,explicit_plus_alias:nickname,google_en_to_hi,P1449,FALSE,88,Q135301631|Q15253558|Q24702769|Q36180,Q129286|Q1775277|Q668,0,20.68965517,1,,train,0.79,0.77,0.25,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q39831738,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q40523,Q40523,जूलिया रॉबर्ट्स,Julia Roberts,जूलिया फियोना रॉबर्ट्स,Julia Fiona Roberts,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,73.17073171,Q10798782|Q10800557|Q2259451|Q2405480|Q3282637|Q33999|Q4610556,Q30,0,78.78787879,1,,train,0.81,0.75,0.84,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q40523,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q40791,Q40791,सैंड्रा बुलक,Sandra Bullock,सैंड्रा एनेट बुलक,Sandra Annette Bullock,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,65,Q10798782|Q10800557|Q2405480|Q2526255|Q28389|Q3282637|Q33999|Q3427922|Q3455803|Q43845|Q578109,Q183|Q30|Q713750,0,69.23076923,1,,train,0.75,0.8,0.8,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q40791,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q41163,Q41163,अल पचीनो,Al Pacino,अल्फ्रेडो जेम्स पचीनो,Alfredo James Pacino,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,81.08108108,Q10798782|Q10800557|Q2259451|Q2526255|Q28389|Q3282637|Q33999|Q36180|Q47541952|Q69423232,Q30,0,44.44444444,1,,validation,0.82,0.78,0.5,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q41163,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q41314,Q41314,बॉबी फिशर,Bobby Fischer,रॉबर्ट जेम्स फिशर,Robert James Fischer,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,56.41025641,Q105269|Q10873124|Q205375|Q266569|Q36180,Q189|Q30,0,52.17391304,1,,train,0.58,0.69,0.53,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q41314,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q41351,Q41351,जोडी फोस्टर,Jodie Foster,एलिसिया क्रिश्चियन फोस्टर,Alicia Christian Foster,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,57.14285714,Q1053574|Q10798782|Q10800557|Q1759246|Q2405480|Q2526255|Q3282637|Q33999|Q578109|Q948329,Q30,0,36.36363636,1,,train,0.64,0.51,0.4,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q41351,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q41533,Q41533,फ्रैंक लैम्पर्ड,Frank Lampard,फ्रैंक जेम्स लैम्पर्ड,Frank James Lampard,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,68.57142857,Q628099|Q937857,Q145,0,82.75862069,1,,train,0.64,0.65,0.82,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q41533,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q41563,Q41563,जूलिया गिलार्ड,Julia Gillard,जूलिया एलीन गिलार्ड,Julia Eileen Gillard,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,61.53846154,Q40348|Q82955,Q145|Q408,0,85.71428571,1,,train,0.71,0.49,0.8,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q41563,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q41749,Q41749,जोसेफ गोएबल्स,Joseph Goebbels,पॉल जोसेफ गोएबल्स,Paul Joseph Goebbels,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,78.94736842,Q10264925|Q134499738|Q1685363|Q18814623|Q18939491|Q1930187|Q28389|Q36180|Q6625963|Q82955,Q183|Q7318,0,62.06896552,1,,validation,0.71,0.82,0.71,one Latin name contains the other,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q41749,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q42229,Q42229,मेल गिब्सन,Mel Gibson,मेल कोल्म-सिले जेरार्ड गिब्सन,Mel Colm-Cille Gerard Gibson,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,62.96296296,Q10798782|Q10800557|Q2405480|Q2526255|Q28389|Q3282637|Q33999|Q3455803|Q36180|Q69423232,Q27|Q30,0,58.06451613,1,,train,0.94,0.72,0.57,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q42229,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q42247,Q42247,सुली प्रुधोमे,Sully Prudhomme,रेने फ्रेंकोइस आर्मंड प्रुधोमे,René Francois Armand Prudhomme,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,63.15789474,Q11774202|Q18939491|Q36180|Q4964182|Q49757,Q142,0,46.15384615,1,,validation,0.67,0.71,0.55,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q42247,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q42410,Q42410,इवो मोरालेस,Evo Morales,जुआन इवो मोरालेस आयमा,Juan Evo Morales Ayma,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,87.17948718,Q1328323|Q15627169|Q82955|Q98833914,Q750,0,72.72727273,1,,train,0.91,0.85,0.7,one Latin name contains the other,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q42410,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q42786,Q42786,ऑड्रे हेपबर्न,Audrey Hepburn,ऑड्रे कैथलीन रुस्टन,Audrey Kathleen Ruston,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,60.46511628,Q10800557|Q12362622|Q177220|Q22336956|Q2259451|Q33999|Q4610556|Q5716684|Q805221,Q145,0,57.14285714,1,,train,0.72,0.6,0.53,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q42786,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q42992,Q42992,गोल्डा मेयर,Golda Meir,गोल्डा माबोविच,Golda Mabovich,hi,3,alias_observed,google_en_to_hi,alias,FALSE,92.30769231,Q182436|Q37226|Q82955,Q15180|Q193714|Q801,0,69.56521739,1,,test,0.67,0.86,0.62,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q42992,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q43347,Q43347,रूमी,Rumi,जलालुद्दीन रूमी,Jalaluddin Rumi,hi,3,alias_observed,google_en_to_hi,alias,FALSE,92.85714286,Q12328016|Q189459|Q1999841|Q36180|Q4964182|Q49757|Q6673651,Q794,0,37.5,1,,validation,0.89,0.77,0.44,one Latin name contains the other,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q43347,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q43416,Q43416,कीनू रीव्स,Keanu Reeves,कीनू चार्ल्स रीव्स,Keanu Charles Reeves,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,68.57142857,Q10798782|Q10800557|Q177220|Q2405480|Q2526255|Q3282637|Q33999|Q36180|Q482980|Q639669,Q16,0,60,1,,train,0.58,0.65,0.59,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q43416,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q43459,Q43459,फिरदौसी,Ferdowsi,फिरदोसी,Firdosi,hi,3,alias_observed,google_en_to_hi,alias,FALSE,93.33333333,Q36180|Q49757,Q12150341|Q249578,0,80,1,,validation,0.44,0.75,1,"the two Devanagari names are 100% similar, so Dev-Dev is near-trivial while Lat-Lat is not",yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q43459,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q43723,Q43723,बेंजामिन नेतन्याहू,Benjamin Netanyahu,बीबी नेतन्याहू,Bibi Netanyahu,hi,3,alias_observed,google_en_to_hi,alias,FALSE,92.30769231,Q1238570|Q15958642|Q188094|Q193391|Q2285706|Q372436|Q47064|Q4991371|Q82955,Q801,0,66.66666667,1,,train,0.79,0.83,0.59,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q43723,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q43744,Q43744,गर्ड मुलर,Gerd Müller,गेरहार्ड मुलर,Gerhard Müller,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,68.96551724,Q628099|Q937857,Q183,0,88,1,,train,0.8,0.81,0.88,"the two Devanagari names are 88% similar, so Dev-Dev is near-trivial while Lat-Lat is not",yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q43744,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q44063,Q44063,रीज़ विदरस्पून,Reese Witherspoon,लौरा विदरस्पून,Laura Witherspoon,hi,2,explicit_plus_alias:pseudonym,google_en_to_hi,P742,FALSE,62.5,Q10800557|Q2405480|Q3282637|Q33999|Q43845|Q4610556|Q578109,Q30,0,80,1,,validation,0.41,0.65,0.88,"the two Devanagari names are 88% similar, so Dev-Dev is near-trivial while Lat-Lat is not",yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q44063,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q44461,Q44461,रिचर्ड डॉकिन्स,Richard Dawkins,क्लिंटन रिचर्ड डॉकिन्स,Clinton Richard Dawkins,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,71.11111111,Q10798782|Q10800557|Q116695160|Q11774202|Q15143191|Q15632482|Q16063497|Q1622272|Q16270720|Q16831721|Q19356916|Q2405480|Q28389|Q3126128|Q33999|Q350979|Q36180|Q3745071|Q482980|Q69423232|Q864503,Q145,0,78.78787879,1,,test,0.71,0.71,0.8,one Latin name contains the other,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q44461,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q44482,Q44482,द ग्रेट खली,The Great Khali,दलीप सिंह राणा,Dalip Singh Rana,hi,2,explicit_plus_alias:birth_name,verified_hindi,P1477,FALSE,82.75862069,Q10800557|Q11338576|Q13474373|Q23845879|Q33999,Q30|Q668,0,28.57142857,1,,train,0.67,0.8,0.31,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q44482,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,verified_hindi,,,,
q44519,Q44519,सेल्मा लेजरलोफ,Selma Lagerlöf,सेल्मा ओटिलिया लोविसा लेजरलोफ़,Selma Ottilia Lovisa Lagerlöf,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,78.68852459,Q12144794|Q12311797|Q18814623|Q333634|Q36180|Q37226|Q4853732|Q49757|Q6625963|Q864380,Q34,0,55.31914894,1,,train,0.67,0.76,0.62,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q44519,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q44593,Q44593,वी. एस. नायपॉल,V. S. Naipaul,विद्याधर सूरजप्रसाद नायपॉल,Vidiadhar Surajprasad Naipaul,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,80,Q11774202|Q15949613|Q1930187|Q3579035|Q36180|Q6625963,Q145|Q754,0,50,1,,train,0.52,0.73,0.5,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q44593,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q44903,Q44903,लिंडसे लोहान,Lindsay Lohan,लिंडसे डी लोहान,Lindsay Dee Lohan,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,66.66666667,Q1053574|Q10798782|Q10800557|Q177220|Q2259451|Q33999|Q4610556|Q639669,Q30,0,91.66666667,1,,train,0.8,0.69,0.92,"the two Devanagari names are 92% similar, so Dev-Dev is near-trivial while Lat-Lat is not",yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q44903,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q44980,Q44980,एलेक्स फर्ग्यूसन,Alex Ferguson,अलेक्जेंडर चैपमैन फर्ग्यूसन,Alexander Chapman Ferguson,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,59.64912281,Q18814623|Q2066131|Q2462658|Q36180|Q628099|Q937857,Q145,0,70,1,,train,0.59,0.64,0.69,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q44980,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q45901,Q45901,थिएरी हेनरी,Thierry Henry,थिएरी डैनियल हेनरी,Thierry Daniel Henry,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,81.08108108,Q2986228|Q628099|Q937857,Q142,0,64.28571429,1,,train,0.56,0.77,0.62,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q45901,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q464957,Q464957,नूर इनायत खान,Noor Inayat Khan,नूर उन निसा इनायत खान,Noor Un Nisa Inayat Khan,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,83.72093023,Q1397808|Q36180|Q4853732|Q49757|Q4991371|Q98052424,Q129286|Q145,0,78.57142857,1,,train,0.76,0.81,0.8,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q464957,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
q46696,Q46696,थियोडोसियस प्रथम,Theodosius I,थियोडोसियस महान,Theodosius the Great,hi,2,explicit_plus_alias:nickname,manual,P1449,FALSE,63.15789474,Q82955,Q1747689,0,64.51612903,1,,train,0.62,0.67,0.63,,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q46696,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,manual,,,,
q46780,Q46780,ऑरेलियन,Aurelian,लुसियस डोमिशियस ऑरेलियनस,Lucius Domitius Aurelianus,hi,2,explicit_plus_alias:birth_name,google_en_to_hi,P1477,FALSE,64.28571429,Q82955,Q1747689,0,46.66666667,1,,test,0.62,0.62,0.5,one Latin name contains the other,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q46780,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,,,
