fact_id,qid,name_a_dev,name_a_lat,name_b_dev,name_b_lat,dev_lang,relation_tier,relation_tier_num,name_b_dev_source,name_b_lat_source,generated_lat,occupation_qids,country_qids,review_method,corpus_batch,split,origin
q34851,Q34851,एलिझाबेथ टेलर,Elizabeth Taylor,एलिझाबेथ रोझमंड टेलर,Elizabeth Rosemond Taylor,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q10732476|Q10798782|Q10800557|Q12362622|Q18814623|Q2259451|Q3282637|Q33999|Q36180|Q96034777,Q145|Q30,manual original-corpus review,original,train,foreign
q35171,Q35171,ग्रोव्हर क्लीव्हलँड,Grover Cleveland,स्टीफन ग्रोव्हर क्लीव्हलँड,Stephen Grover Cleveland,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q132050|Q207651|Q30185|Q36180|Q372436|Q40348|Q578478|Q82955,Q30,manual original-corpus review,original,test,foreign
q3520045,Q3520045,रोहित शर्मा,Rohit Sharma,रोहित गुरूनाथ शर्मा,Rohit Gurunath Sharma,mr,explicit_plus_alias:birth_name,2,P1477,alias,False,Q12299841,Q668,manual original-corpus review,original,train,native
q35236,Q35236,हर्बर्ट हूवर,Herbert Hoover,हर्बर्ट क्लार्क हूवर,Herbert Clark Hoover,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q18524075|Q36180|Q372436|Q43845|Q482980|Q520549|Q81096|Q82955|Q83307,Q30,manual original-corpus review,original,test,foreign
q35332,Q35332,ब्रॅड पिट,Brad Pitt,विल्यम ब्रॅडली पिट,William Bradley Pitt,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q1053574|Q10798782|Q10800557|Q2405480|Q3282637|Q33999|Q578109,Q30,manual original-corpus review,original,test,foreign
q35498,Q35498,चेस्टर ए. आर्थर,Chester A. Arthur,चेस्टर एलान अर्थर,Chester Alan Arthur,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q189290|Q372436|Q40348|Q82955|Q974144,Q30,manual original-corpus review,original,train,foreign
q35610,Q35610,आर्थर कोनन डॉयल,Arthur Conan Doyle,आर्थर इग्नॅशियस कॉनन डॉयल,Arthur Ignatius Conan Doyle,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q10297252|Q11774202|Q15949613|Q18844224|Q201788|Q214917|Q28389|Q36180|Q39631|Q4853732|Q551835|Q6625963,Q145|Q174193,manual original-corpus review,original,train,foreign
q35686,Q35686,रदरफोर्ड बी. हेस,Rutherford B. Hayes,रदरफोर्ड बर्चर्ड हेस,Rutherford Birchard Hayes,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q132050|Q157148|Q189290|Q372436|Q40348|Q82955,Q30,manual original-corpus review,original,validation,foreign
q35900,Q35900,उमर खय्याम,Omar Khayyám,ओमर खय्याम,Omar Khayyam,mr,alias_observed,3,alias,alias,False,Q11063|Q155647|Q169470|Q170790|Q36180|Q4964182|Q49757|Q639669|Q822146,Q3708094,manual original-corpus review,original,test,foreign
q35912,Q35912,एमी रॉसम,Emmy Rossum,एमॅन्युएल ग्रे रॉसम,Emmanuelle Grey Rossum,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q10798782|Q10800557|Q177220|Q33999,Q30,manual original-corpus review,original,train,foreign
q36014,Q36014,हो चि मिन्ह,Ho Chi Minh,हो ची मिन्ह,Hồ Chí Minh,mr,explicit_plus_alias:pseudonym,2,alias,P742,False,Q1930187|Q36180|Q47064|Q49757|Q82955,Q172640|Q185682,manual original-corpus review,original,train,foreign
q36268,Q36268,ब्रिजिट बार्दो,Brigitte Bardot,ब्रिजिट ऍन-मरी बार्दो,Brigitte Anne-Marie Bardot,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q10800557|Q11966252|Q15253558|Q177220|Q18814623|Q23672693|Q3357567|Q33999|Q36180|Q4610556|Q55960555|Q5716684|Q662729,Q142,manual original-corpus review,original,train,foreign
q3634230,Q3634230,के.के.,KK,कृष्णकुमार कन्नथ,Krishna Kumar Kunnath,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q177220|Q753110,Q668,manual original-corpus review,original,train,native
q36661,Q36661,हेन्‍रिक इब्सेन,Henrik Ibsen,हेनरिक जोहान इब्सन,Henrik Johan Ibsen,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q214917|Q3455803|Q36180|Q49757|Q8178443,Q20,manual original-corpus review,original,train,foreign
q37030,Q37030,थॉमस मान,Thomas Mann,पॉल थॉमस मान,Paul Thomas Mann,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q11774202|Q15949613|Q15978337|Q1622272|Q18814623|Q18939491|Q28389|Q36180|Q49757|Q639669|Q6625963,Q1206012|Q30|Q33946,manual original-corpus review,original,validation,foreign
q37767,Q37767,टी.एस. इलियट,T. S. Eliot,थॉमस स्टर्न्स इलियट,Thomas Stearns Eliot,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q115784320|Q11774202|Q15949613|Q15978337|Q1622272|Q214917|Q28389|Q36180|Q4263842|Q4853732|Q49757|Q806805|Q822146,Q145|Q30,manual original-corpus review,original,test,foreign
q37876,Q37876,नॅटली पोर्टमन,Natalie Portman,नताली हर्शलैग,Natalie Herschlag,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q10798782|Q10800557|Q2259451|Q2526255|Q28389|Q3282637|Q33999,Q30|Q801,manual original-corpus review,original,test,foreign
q38082,Q38082,लुईस कॅरोल,Lewis Carroll,चार्ल्स लुटविज डॉजसन,Charles Lutwidge Dodgson,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q14565331|Q161944|Q170790|Q18814623|Q18939491|Q33231|Q36180|Q4853732|Q4964182|Q49757|Q6625963|Q8178443,Q174193,manual original-corpus review,original,test,foreign
q38111,Q38111,लिओनार्डो डिकॅप्रियो,Leonardo DiCaprio,लिओनार्डो विल्हेम डिकॅप्रियो,Leonardo Wilhelm DiCaprio,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q10798782|Q10800557|Q2259451|Q28389|Q3282637|Q33999|Q3578589,Q30,manual original-corpus review,original,train,foreign
q38203,Q38203,हेलन केलर,Helen Keller,हेलन ऍडम्स केलर,Helen Adams Keller,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q11499147|Q11774202|Q12859263|Q14467526|Q15627169|Q16323111|Q18814623|Q322170|Q36180,Q30,manual original-corpus review,original,train,foreign
q38823,Q38823,रुहोल्ला खोमेनी,Ruhollah Khomeini,आयातोल्ला खोमेनी,Ayatollah Khomeini,mr,alias_observed,3,alias,alias,False,Q189459|Q19641|Q1999841|Q3242115|Q432386|Q4964182|Q49757|Q82955,Q794,manual original-corpus review,original,train,foreign
q392,Q392,बॉब डिलन,Bob Dylan,रोबर्ट एलन ज़िमरमन,Robert Allen Zimmerman,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q1028181|Q10800557|Q130857|Q177220|Q183945|Q18814623|Q2526255|Q2722764|Q28389|Q33999|Q3455803|Q36180|Q36834|Q482980|Q483501|Q486748|Q49757|Q5322166|Q639669|Q753110|Q822146|Q855091,Q30,manual original-corpus review,original,validation,foreign
q39476,Q39476,एम्मा वॉटसन,Emma Watson,एम्मा शार्लट डुएरे वॉटसन,Emma Charlotte Duerre Watson,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q10800557|Q15253558|Q2259451|Q2405480|Q2526255|Q3357567|Q33999|Q4610556|Q970153,Q145,manual original-corpus review,original,validation,foreign
q39831738,Q39831738,तुरागा जानकी राणी,Turaga Janaki Rani,रेडियो अक्कय्या,Radio Akkayya,mr,explicit_plus_alias:nickname,2,alias,P1449,False,Q135301631|Q15253558|Q24702769|Q36180,Q129286|Q1775277|Q668,manual original-corpus review,original,train,native
q40523,Q40523,जुलिया रॉबर्ट्‌स,Julia Roberts,जुलिया फियोना रॉबर्टस,Julia Fiona Roberts,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q10798782|Q10800557|Q2259451|Q2405480|Q3282637|Q33999|Q4610556,Q30,manual original-corpus review,original,train,foreign
q40791,Q40791,सँड्रा बुलक,Sandra Bullock,सैंड्रा एनेट बुलॉक,Sandra Annette Bullock,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q10798782|Q10800557|Q2405480|Q2526255|Q28389|Q3282637|Q33999|Q3427922|Q3455803|Q43845|Q578109,Q183|Q30|Q713750,manual original-corpus review,original,train,foreign
q41163,Q41163,अॅल पचिनो,Al Pacino,आल्फ्रेदो जेम्स पचिनो,Alfredo James Pacino,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q10798782|Q10800557|Q2259451|Q2526255|Q28389|Q3282637|Q33999|Q36180|Q47541952|Q69423232,Q30,manual original-corpus review,original,validation,foreign
q41314,Q41314,बॉबी फिशर,Bobby Fischer,रॉबर्ट जेम्स फिशर,Robert James Fischer,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q105269|Q10873124|Q205375|Q266569|Q36180,Q189|Q30,manual original-corpus review,original,train,foreign
q41351,Q41351,जोडी फॉस्टर,Jodie Foster,ऍलिशिया क्रिस्चियन फॉस्टर,Alicia Christian Foster,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q1053574|Q10798782|Q10800557|Q1759246|Q2405480|Q2526255|Q3282637|Q33999|Q578109|Q948329,Q30,manual original-corpus review,original,train,foreign
q41533,Q41533,फ्रँक लँपार्ड,Frank Lampard,फ्रँक जेम्स लँपार्ड,Frank James Lampard,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q628099|Q937857,Q145,manual original-corpus review,original,train,foreign
q41563,Q41563,ज्युलिया जिलार्ड,Julia Gillard,ज्युलिया आयलीन जिलार्ड,Julia Eileen Gillard,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q40348|Q82955,Q145|Q408,manual original-corpus review,original,train,foreign
q41749,Q41749,योजेफ ग्यॉबेल्स,Joseph Goebbels,पॉल जोसेफ गोबेल्स,Paul Joseph Goebbels,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q10264925|Q134499738|Q1685363|Q18814623|Q18939491|Q1930187|Q28389|Q36180|Q6625963|Q82955,Q183|Q7318,manual original-corpus review,original,validation,foreign
q42229,Q42229,मेल गिब्सन,Mel Gibson,मेल कॉलमसिल जरार्ड गिब्सन,Mel Colm-Cille Gerard Gibson,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q10798782|Q10800557|Q2405480|Q2526255|Q28389|Q3282637|Q33999|Q3455803|Q36180|Q69423232,Q27|Q30,manual original-corpus review,original,train,foreign
q42247,Q42247,सली प्रुडहॉम,Sully Prudhomme,रेने-फ्रांस्वा-आर्मांड प्रुडहॉम,René Francois Armand Prudhomme,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q11774202|Q18939491|Q36180|Q4964182|Q49757,Q142,manual original-corpus review,original,validation,foreign
q42410,Q42410,एव्हो मोरालेस,Evo Morales,हुआन एव्हो मोरालेस अय्मा,Juan Evo Morales Ayma,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q1328323|Q15627169|Q82955|Q98833914,Q750,manual original-corpus review,original,train,foreign
q42786,Q42786,ऑड्रे हेपबर्न,Audrey Hepburn,ऑड्रे कॅथलीन रस्टन,Audrey Kathleen Ruston,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q10800557|Q12362622|Q177220|Q22336956|Q2259451|Q33999|Q4610556|Q5716684|Q805221,Q145,manual original-corpus review,original,train,foreign
q42992,Q42992,गोल्डा मायर,Golda Meir,गोल्डा माबोविच,Golda Mabovich,mr,alias_observed,3,alias,alias,False,Q182436|Q37226|Q82955,Q15180|Q193714|Q801,manual original-corpus review,original,test,foreign
q43347,Q43347,रुमी,Rumi,जलालूदीन रूमी,Jalaluddin Rumi,mr,alias_observed,3,alias,alias,False,Q12328016|Q189459|Q1999841|Q36180|Q4964182|Q49757|Q6673651,Q794,manual original-corpus review,original,validation,foreign
q43416,Q43416,किआनू रीव्ह्स,Keanu Reeves,कियानू चार्ल्स रीव्स,Keanu Charles Reeves,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q10798782|Q10800557|Q177220|Q2405480|Q2526255|Q3282637|Q33999|Q36180|Q482980|Q639669,Q16,manual original-corpus review,original,train,foreign
q43459,Q43459,फिरदौसी,Ferdowsi,फ़िरदोसी,Firdosi,mr,alias_observed,3,alias,alias,False,Q36180|Q49757,Q12150341|Q249578,manual original-corpus review,original,validation,foreign
q43723,Q43723,बिन्यामिन नेतान्याहू,Benjamin Netanyahu,बिबि नेत्यानाहू,Bibi Netanyahu,mr,alias_observed,3,alias,alias,False,Q1238570|Q15958642|Q188094|Q193391|Q2285706|Q372436|Q47064|Q4991371|Q82955,Q801,manual original-corpus review,original,train,foreign
q43744,Q43744,गेर्ड म्युलर,Gerd Müller,गेरहार्ड म्युलर,Gerhard Müller,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q628099|Q937857,Q183,manual original-corpus review,original,train,foreign
q44063,Q44063,रीस विदरस्पून,Reese Witherspoon,लौरा विदरस्पून,Laura Witherspoon,mr,explicit_plus_alias:pseudonym,2,alias,P742,False,Q10800557|Q2405480|Q3282637|Q33999|Q43845|Q4610556|Q578109,Q30,manual original-corpus review,original,validation,foreign
q44461,Q44461,रिचर्ड डॉकिन्स,Richard Dawkins,क्लिंटन रिचर्ड डॉकिन्स,Clinton Richard Dawkins,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q10798782|Q10800557|Q116695160|Q11774202|Q15143191|Q15632482|Q16063497|Q1622272|Q16270720|Q16831721|Q19356916|Q2405480|Q28389|Q3126128|Q33999|Q350979|Q36180|Q3745071|Q482980|Q69423232|Q864503,Q145,manual original-corpus review,original,test,foreign
q44482,Q44482,द ग्रेट खली,The Great Khali,दलीप सिंह राणा,Dalip Singh Rana,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q10800557|Q11338576|Q13474373|Q23845879|Q33999,Q30|Q668,manual original-corpus review,original,train,native
q44519,Q44519,सेल्मा लॅगरल्यॉफ,Selma Lagerlöf,सेल्मा ऑट्टिलिया लोव्हिसा लॅगेर्लॉफ,Selma Ottilia Lovisa Lagerlöf,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q12144794|Q12311797|Q18814623|Q333634|Q36180|Q37226|Q4853732|Q49757|Q6625963|Q864380,Q34,manual original-corpus review,original,train,foreign
q44593,Q44593,व्ही.एस. नायपॉल,V. S. Naipaul,विद्याधर सूरजप्रसाद नायपॉल,Vidiadhar Surajprasad Naipaul,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q11774202|Q15949613|Q1930187|Q3579035|Q36180|Q6625963,Q145|Q754,manual original-corpus review,original,train,foreign
q44903,Q44903,लिंडसे लोहान,Lindsay Lohan,लिंडसे डी लोहान,Lindsay Dee Lohan,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q1053574|Q10798782|Q10800557|Q177220|Q2259451|Q33999|Q4610556|Q639669,Q30,manual original-corpus review,original,train,foreign
q44980,Q44980,अॅलेक्स फर्ग्युसन,Alex Ferguson,अलेक्झांडर चॅपमन फर्ग्युसन,Alexander Chapman Ferguson,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q18814623|Q2066131|Q2462658|Q36180|Q628099|Q937857,Q145,manual original-corpus review,original,train,foreign
q45901,Q45901,थिएरी ऑन्री,Thierry Henry,थिएरी दानियेल हेन्री,Thierry Daniel Henry,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q2986228|Q628099|Q937857,Q142,manual original-corpus review,original,train,foreign
q464957,Q464957,नूर इनायत खान,Noor Inayat Khan,नूर-उन-निसा इनायत खान,Noor Un Nisa Inayat Khan,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q1397808|Q36180|Q4853732|Q49757|Q4991371|Q98052424,Q129286|Q145,manual original-corpus review,original,train,native
q46696,Q46696,थियोडोसियस पहिला,Theodosius I,थियोडोसियस द ग्रेट,Theodosius the Great,mr,explicit_plus_alias:nickname,2,alias,P1449,False,Q82955,Q1747689,manual original-corpus review,original,train,foreign
q46780,Q46780,ऑरेलियन,Aurelian,लुसियस डॉमिशियस ऑरेलियानस,Lucius Domitius Aurelianus,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q82955,Q1747689,manual original-corpus review,original,test,foreign
q47087,Q47087,आर्थर सी. क्लार्क,Arthur C. Clarke,आर्थर चार्ल्स क्लार्क,Arthur Charles Clarke,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q11900058|Q15980158|Q169470|Q18844224|Q205375|Q28389|Q36180|Q6625963|Q846430,Q145,manual original-corpus review,original,train,foreign
q47163,Q47163,वित्रुवियस,Vitruvius,मार्क्स वित्रुवियस पॉलिओ,Marcus Vitruvius Pollio,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q36180|Q4070283|Q42973|Q81096,Q1747689,manual original-corpus review,original,test,foreign
q47478,Q47478,स्वामी विवेकानंद,Swami Vivekananda,नरेन्द्रनाथ दत्त,Narendranath Datta,mr,explicit_plus_alias:birth_name,2,P1477,alias,False,Q11774202|Q12859263|Q177220|Q3579035|Q36180|Q37226|Q4964182|Q49757|Q64711780|Q733786|Q864380,Q129286,manual original-corpus review,original,validation,native
q47480,Q47480,पॉल डिरॅक,Paul Dirac,पॉल एड्रियन मौरिस डिराक,Paul Adrien Maurice Dirac,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q121594|Q169470|Q170790|Q19350898|Q3400985|Q37226|Q81096|Q901|Q974144,Q145|Q39,manual original-corpus review,original,validation,foreign
q47778,Q47778,गॅरी लिनेकर,Gary Lineker,गॅरी विन्स्टन लिनेकर,Gary Winston Lineker,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q135301631|Q1930187|Q2986228|Q937857,Q145,manual original-corpus review,original,validation,foreign
q47846,Q47846,नाओतो कान,Naoto Kan,कान नाओतो,Kan Naoto,mr,alias_observed,3,alias,alias,False,Q1622272|Q19350898|Q82955,Q17,manual original-corpus review,original,train,foreign
q48231,Q48231,ईदी अमीन,Idi Amin,ईदी अमीन दादा,Idi Amin Dada,mr,alias_observed,3,alias,alias,False,Q189290|Q47064|Q82955,Q1036|Q1097943|Q851,manual original-corpus review,original,test,foreign
q482947,Q482947,नानी,Nani,लुइस कार्लोस अल्मेडा दा कुन्हा,Luís Carlos Almeida da Cunha,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q937857,Q45,manual original-corpus review,original,test,foreign
q492527,Q492527,व्ही.ओ. चिदंबरम पिल्लई,V. O. Chidambaram Pillai,कप्पलोतिया तामिज़न,Kappalottiya Tamilan,mr,alias_observed,3,alias,alias,False,Q15253558|Q15627169|Q30242234|Q36180|Q40348|Q43845|Q82955,Q129286,manual original-corpus review,original,train,native
q5152,Q5152,मुस्तफा कमाल अतातुर्क,Mustafa Kemal Atatürk,केमाल पाशा,Kemal Pasha,mr,alias_observed,3,alias,alias,False,Q3242115|Q36180|Q372436|Q38239859|Q82955,Q12560|Q43,manual original-corpus review,original,test,foreign
q539,Q539,ज्युझेप्पे गारिबाल्दी,Giuseppe Garibaldi,गारिबाल्दी,Garibaldi,mr,alias_observed,3,alias,alias,False,Q1397808|Q178197|Q18814623|Q30242234|Q36180|Q47064|Q82955,Q142|Q162192|Q172579|Q2577303|Q419,manual original-corpus review,original,train,foreign
q55719,Q55719,सरोजिनी वैद्य,Sarojini Vaidya,सरोजिनी शंकर वैद्य,Sarojini Shankar Vaidya,mr,alias_observed,3,alias,alias,False,Q36180,Q1775277|Q668,manual original-corpus review,original,train,native
q55722,Q55722,चिंतामण विनायक वैद्य,Chintaman Vinayak Vaidya,चिं. वि. वैद्य,Chi. Vi. Vaidya,mr,alias_observed,3,alias,alias,False,Q16533|Q2516866|Q36180|Q4479442,Q129286,manual original-corpus review,original,validation,native
q55760,Q55760,गोविंद सखाराम सरदेसाई,Govind Sakharam Sardesai,रियासतकार सरदेसाई,Riyasatkar Sardesai,mr,alias_observed,3,alias,alias,False,Q1622272|Q201788|Q36180,Q129286|Q1775277|Q668,manual original-corpus review,original,train,native
q55769,Q55769,पांडुरंग सदाशिव साने,Pandurang Sadashiv Sane,साने गुरुजी,Sane Guruji,mr,alias_observed,3,alias,alias,False,Q14467526|Q1930187|Q2516866|Q333634|Q36180|Q4853732|Q7019111,Q129286|Q1775277|Q668,manual original-corpus review,original,test,native
q55781,Q55781,विश्वनाथ काशीनाथ राजवाडे,Vishwanath Kashinath Rajwade,इतिहासाचार्य राजवाडे,Itihasacharya Rajwade,mr,alias_observed,3,alias,alias,False,Q1607826|Q201788|Q36180|Q4479442,,manual original-corpus review,original,train,foreign
q57063,Q57063,फिलिप लेनार्ड,Philipp Lenard,फिलिप एडुआर्ड आंतोन फोन लेनार्ड,Philipp Eduard Anton von Lenard,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q1622272|Q169470|Q205375|Q82955,Q183|Q28,manual original-corpus review,original,train,foreign
q57068,Q57068,विल्हेल्म वियेन,Wilhelm Wien,विल्हेल्म कार्ल वर्नर ऑट्टो फ्रित्झ फ्रांझ वियेन,Wilhelm Carl Werner Otto Fritz Franz Wien,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q1622272|Q169470|Q19350898,Q183,manual original-corpus review,original,train,foreign
q57159,Q57159,गुस्ताफ बाउअर,Gustav Bauer,गुस्ताफ ऍडोल्फ बाउअर,Gustav Adolf Bauer,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q15627169|Q82955,Q183|Q27306,manual original-corpus review,original,train,foreign
q57336,Q57336,अली खामेनेई,Ali Khamenei,अली होसैनी खामेनेई,Ali Hosseini Khamenei,mr,alias_observed,3,alias,alias,False,Q1999841|Q2259532|Q333634|Q36180|Q49757|Q82955,Q107258515|Q794,manual original-corpus review,original,train,foreign
q57338,Q57338,महिंद राजपक्ष,Mahinda Rajapaksa,महिन्द,Mahinda,mr,alias_observed,3,alias,alias,False,Q15627169|Q2285706|Q40348|Q82955,Q854,manual original-corpus review,original,train,foreign
q57373,Q57373,आसिफ अली झरदारी,Asif Ali Zardari,आसिफ़ ज़रदारी,Asif Zardari,mr,alias_observed,3,alias,alias,False,Q131524|Q82955,Q843,manual original-corpus review,original,train,foreign
q57384,Q57384,वर्नर फोन ब्रॉन,Wernher von Braun,वर्नर मॅग्नस मॅक्सिमिलियन फ्राइहेर फोन ब्रॉन,Wernher Magnus Maximilian Freiherr von Braun,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q10497074|Q15980158|Q169470|Q1779650|Q205375|Q47064|Q81096,Q30|Q41304|Q43287|Q713750|Q7318,manual original-corpus review,original,train,foreign
q57705,Q57705,पेरी क्रिस्टी,Perry Christie,पेरी ग्लॅडस्टोन क्रिस्टी,Perry Gladstone Christie,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q11513337|Q82955,Q778,manual original-corpus review,original,test,foreign
q58441,Q58441,रोबिन्हो,Robinho,रॉबसन डी सूझा,Robson de Souza,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q18515558|Q628099|Q937857,Q155,manual original-corpus review,original,test,foreign
q59192,Q59192,मायकेल डॉसन,Michael Dawson,मायकेल रिचर्ड डॉसन,Michael Richard Dawson,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q937857,Q145,manual original-corpus review,original,test,foreign
q60068,Q60068,रजनीकांत,Rajinikanth,शिवाजीराव गायकवाड,Shivaji Rao Gaekwad,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q10800557|Q177220|Q28389|Q3282637|Q33999|Q36180,Q668,manual original-corpus review,original,train,native
q60903,Q60903,जॉर्ज यूरी राइट,George Yury Right,यूरी नेस्टरनको,Yury Nesterenko,mr,explicit_plus_alias:pseudonym,2,alias,P742,False,Q36180|Q49757|Q82594,Q159|Q30,manual original-corpus review,original,train,foreign
q687,Q687,मोलिये,Molière,जाँ-बातिस्त पोक्लें,Jean-Baptiste Poquelin,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q1776724|Q214917|Q2259451|Q3387717|Q33999|Q36180|Q39020112|Q487596|Q49757|Q9334029,Q70972,manual original-corpus review,original,validation,foreign
q7186,Q7186,मेरी क्युरी,Marie Curie,मारिया सलोमीया स्कोलोडोव्स्का,Marya Salomea Skłodowska,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q1622272|Q169470|Q593644,Q142|Q207272|Q34266,manual original-corpus review,original,train,foreign
q7241,Q7241,रवींद्रनाथ ठाकूर,Rabindranath Tagore,रबिन्द्रनाथ ठाकुर,Ravindranath Thakur,mr,alias_observed,3,alias,alias,False,Q1028181|Q115784320|Q11774202|Q15949613|Q16611574|Q177220|Q214917|Q2526255|Q30242234|Q33999|Q3579035|Q36180|Q36834|Q483501|Q4964182|Q49757|Q6625963|Q753110|Q8178443|Q822146,Q129286,manual original-corpus review,original,test,native
q7245,Q7245,मार्क ट्वेन,Mark Twain,सेम्युअल लेन्गहोर्न क्लेमेन्स,Samuel Langhorne Clemens,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q12144794|Q12406482|Q175151|Q18814623|Q18844224|Q1930187|Q3579035|Q3606216|Q36180|Q37226|Q475604|Q4853732|Q4991371|Q6051619|Q6625963,Q30,manual original-corpus review,original,train,foreign
q72984,Q72984,बिंग क्रॉसबी,Bing Crosby,हैरी लिलिस क्रॉस्बी,Harry Lillis Crosby,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q10798782|Q10800557|Q10871364|Q15981151|Q177220|Q2259451|Q2405480|Q245068|Q2722764|Q28389|Q3282637|Q33999|Q36180|Q36834|Q43845|Q44508716|Q47541952|Q578109|Q639669|Q69423232,Q30,manual original-corpus review,original,validation,foreign
q7299631,Q7299631,रेझर स्मिथ,Razor Smith,विल्यम चार्ल्स स्मिथ,William Charles Smith,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q12299841,Q145|Q174193,manual original-corpus review,original,train,foreign
q738368,Q738368,चंद्रशेखर आझाद,Chandra Shekhar Azad,चंद्रशेखर तिवारी,Chandrashekhar Tiwari,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q30242234|Q3242115,Q129286,manual original-corpus review,original,train,native
q7450,Q7450,असीमा चॅटर्जी,Asima Chatterjee,असीमा चट्टोपाध्याय,Asima Chattopadhyay,mr,alias_observed,3,alias,alias,False,Q1622272|Q2374149|Q36180|Q593644,Q129286|Q1775277|Q668,manual original-corpus review,original,test,native
q80405,Q80405,ज्युलियन मूर,Julianne Moore,जूली ऐनी स्मिथ,Julie Anne Smith,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q10798782|Q10800557|Q2259451|Q2405480|Q3282637|Q33999|Q36180|Q482980|Q4853732|Q578109|Q639669,Q145|Q30,manual original-corpus review,original,test,foreign
q82180,Q82180,माताहारी,Mata Hari,मार्गारेथा गीरट्रुइडा झेले,Margaretha Geertruida Zelle,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q376924|Q5420718|Q5716684|Q9352089,Q29999,manual original-corpus review,original,train,foreign
q8873,Q8873,सत्यजित रे,Satyajit Ray,माणिक दा,Manik Da,mr,alias_observed,3,alias,alias,False,Q1028181|Q1414443|Q1930187|Q222344|Q2526255|Q28389|Q3282637|Q36180|Q36834|Q4220892|Q4853732|Q49757|Q7042855|Q753110|Q822146,Q129286|Q1775277|Q668,manual original-corpus review,original,train,native
q9061,Q9061,कार्ल मार्क्स,Karl Marx,कार्ल हेनरिक मार्क्स,Karl Heinrich Marx,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q188094|Q1930187|Q201788|Q2306091|Q3242115|Q36180|Q4964182|Q49757|Q82955,Q174193|Q223050|Q27306,manual original-corpus review,original,test,foreign
